provider_community,provider_npi,providername,grouping,classification,specialization,org_npi,organization_name,patient_count,transaction_count,average_day_wait,std_day_wait,hospital_community,owning_entity,org_address,org_location,latitude,longitude,color,specialization_cleaned
1338,1932331550,WEIPING LI,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,310,721,0.118,2.916,1338,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Internal Medicine
1353,1932372505,JENNIFER CARMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,72,116,26.724,44.834,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Internal Medicine
1359,1932381795,ARVINDH KANAGASUNDRAM,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1861479545,MAURY REGIONAL HOSPITAL,306,552,27.395,34.398,1349,Maury Regional Health,"1224 Trotwood Avenue, Columbia, TN 38401","Maury Regional Medical Center, 1224, Trotwood Avenue, Rolling Fields, Columbia, Maury County, Middle Tennessee, Tennessee, 38401, United States",35.6070949,-87.0664395,orange,Cardiovascular Disease
1359,1932381795,ARVINDH KANAGASUNDRAM,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,75,84,48.857,53.389,1381,Williamson County Hospital District,"4321 Carothers Parkway, Franklin, TN 37067","Williamson Medical Center, 4321, Carothers Parkway, Franklin, Williamson County, Middle Tennessee, Tennessee, 37067, United States",35.9163458,-86.8202183,pink,Cardiovascular Disease
1359,1932381795,ARVINDH KANAGASUNDRAM,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,1677,2640,3.809,16.884,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Cardiovascular Disease
1359,1932477171,SEAN KELLY,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,81,92,5.239,23.992,1381,Williamson County Hospital District,"4321 Carothers Parkway, Franklin, TN 37067","Williamson Medical Center, 4321, Carothers Parkway, Franklin, Williamson County, Middle Tennessee, Tennessee, 37067, United States",35.9163458,-86.8202183,pink,Infectious Disease
1359,1932477171,SEAN KELLY,Allopathic & Osteopathic Physicians,Internal Medicine,Infectious Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,125,164,8.341,19.409,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Infectious Disease
1353,1942203120,ANDREW SAGER,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1780778969,SAINT THOMAS WEST HOSPITAL,525,756,10.53,36.766,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Cardiovascular Disease
1381,1942203849,JERRY FRANKLIN,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,1089,1728,13.987,39.749,1381,Williamson County Hospital District,"4321 Carothers Parkway, Franklin, TN 37067","Williamson Medical Center, 4321, Carothers Parkway, Franklin, Williamson County, Middle Tennessee, Tennessee, 37067, United States",35.9163458,-86.8202183,pink,Cardiovascular Disease
1381,1942203849,JERRY FRANKLIN,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,650,831,46.487,61.106,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Cardiovascular Disease
1381,1942203849,JERRY FRANKLIN,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1942676432,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF FRANKLIN, LLC",60,63,33.048,54.202,1381,Encompass Health,"1000 Physicians Way, Franklin, TN 37067","1000, Physicians Way, Franklin, Williamson County, Middle Tennessee, Tennessee, 37067, United States",35.919702,-86.820039,black,Cardiovascular Disease
1353,1942203963,STACY DAVIS,Allopathic & Osteopathic Physicians,Internal Medicine,Advanced Heart Failure and Transplant Cardiology,1780778969,SAINT THOMAS WEST HOSPITAL,686,1234,6.176,28.266,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Advanced Heart Failure and Transplant Cardiology
1353,1942203963,STACY DAVIS,Allopathic & Osteopathic Physicians,Internal Medicine,Advanced Heart Failure and Transplant Cardiology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,92,122,49.467,48.899,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Advanced Heart Failure and Transplant Cardiology
1353,1942226519,PHILLIP WINES,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,114,168,44.167,60.176,1334,HCA Healthcare,"3441 Dickerson Pike, Nashville, TN 37207","Tristar Skyline Medical Center, 3441, Dickerson Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37207, United States",36.2450987,-86.7495457,darkpurple,Cardiovascular Disease
1353,1942226519,PHILLIP WINES,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1780778969,SAINT THOMAS WEST HOSPITAL,668,865,4.058,22.122,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Cardiovascular Disease
1359,1942245683,CLAUDE SHACKELFORD,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,149,155,31.374,60.707,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Family Medicine
1337,1942252952,KENNETH DEMIRJIAN,Allopathic & Osteopathic Physicians,Family Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",136,238,23.181,36.675,1337,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Family Medicine
1337,1942252952,KENNETH DEMIRJIAN,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,33,61,34.148,39.749,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Family Medicine
1337,1942255575,ALEXANDER BADRU,Allopathic & Osteopathic Physicians,Internal Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",57,68,42.779,61.453,1337,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Internal Medicine
1337,1942255575,ALEXANDER BADRU,Allopathic & Osteopathic Physicians,Internal Medicine,,1215979190,VANDERBILT UNIVERSITY MEDICAL CENTER,171,182,0.0,0.0,1337,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1337,1942255575,ALEXANDER BADRU,Allopathic & Osteopathic Physicians,Internal Medicine,,1306889597,VANDERBILT UNIVERSITY MEDICAL CENTER,237,685,10.587,34.362,1337,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1337,1942255575,ALEXANDER BADRU,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,66,100,36.49,53.198,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1337,1942255575,ALEXANDER BADRU,Allopathic & Osteopathic Physicians,Internal Medicine,,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,93,143,34.133,54.546,1336,LifePoint Health,"555 Hartsville Pike, Gallatin, TN 37066","Summer Regional Medical Center, 555, Hartsville Pike, Gallatin, Sumner County, Middle Tennessee, Tennessee, 37066, United States",36.3897223,-86.4336503,darkred,Internal Medicine
1337,1942255575,ALEXANDER BADRU,Allopathic & Osteopathic Physicians,Internal Medicine,,1922319037,RIVERVIEW MEDICAL CENTER LLC,63,96,29.063,52.323,1337,LifePoint Health,"158 Hospital Dr, Carthage, TN 37030","Riverview Regional Medical Center, 158, Hospital Drive, Carthage, Smith County, Middle Tennessee, Tennessee, 37030, United States",36.264438,-85.9500813,darkred,Internal Medicine
1337,1942255575,ALEXANDER BADRU,Allopathic & Osteopathic Physicians,Internal Medicine,,1467763458,TROUSDALE MEDICAL CENTER LLC,188,517,2.511,10.365,1336,LifePoint Health,"500 Church Street, Hartsville, TN 37074","Trousdale Medical Center, 500, Church Street, Hartsville, Trousdale County, Middle Tennessee, Tennessee, 37074, United States",36.3879675,-86.1682092,darkred,Internal Medicine
1337,1942255575,ALEXANDER BADRU,Allopathic & Osteopathic Physicians,Internal Medicine,,1821350349,"TRUSTPOINT HOSPITAL, LLC",54,317,0.0,0.0,1337,"TrustPoint Hospital, LLC","1009 N Thompson Ln, Murfreesboro, TN 37129","Trustpoint Hospital, 1009, North Thompson Lane, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8643044,-86.4304011,darkgreen,Internal Medicine
1359,1942268693,HENRY OOI,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,18,52,0.769,2.894,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Cardiovascular Disease
1336,1942290333,REGINALD DICKERSON,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1417938846,"MACON COUNTY GENERAL HOSPITAL, INC.",124,151,48.139,56.538,1336,LifePoint Health,"305 West Locust Street, Lafayette, Tennessee 37083","305, West Locust Street, Lafayette, Macon County, Middle Tennessee, Tennessee, 37083, United States",36.5195573,-86.0269343,darkred,Cardiovascular Disease
1336,1942290333,REGINALD DICKERSON,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",598,982,4.26,20.51,1337,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Cardiovascular Disease
1336,1942290333,REGINALD DICKERSON,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1629025648,SAINT THOMAS WEST HOSPITAL,114,133,46.353,56.437,1338,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Cardiovascular Disease
1336,1942290333,REGINALD DICKERSON,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1285644237,"SUMNER REGIONAL HEALTH SYSTEMS, INC",161,178,20.298,48.054,1336,LifePoint Health,"555 Hartsville Pike, Gallatin, TN 37066","Summer Regional Medical Center, 555, Hartsville Pike, Gallatin, Sumner County, Middle Tennessee, Tennessee, 37066, United States",36.3897223,-86.4336503,darkred,Cardiovascular Disease
1336,1942290333,REGINALD DICKERSON,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1447571658,SUMNER REGIONAL MEDICAL CENTER LLC,1443,2401,8.804,31.522,1336,LifePoint Health,"555 Hartsville Pike, Gallatin, TN 37066","Summer Regional Medical Center, 555, Hartsville Pike, Gallatin, Sumner County, Middle Tennessee, Tennessee, 37066, United States",36.3897223,-86.4336503,darkred,Cardiovascular Disease
1336,1942290333,REGINALD DICKERSON,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1922319037,RIVERVIEW MEDICAL CENTER LLC,76,81,18.395,36.611,1337,LifePoint Health,"158 Hospital Dr, Carthage, TN 37030","Riverview Regional Medical Center, 158, Hospital Drive, Carthage, Smith County, Middle Tennessee, Tennessee, 37030, United States",36.264438,-85.9500813,darkred,Cardiovascular Disease
1340,1942295035,MARILYNN MICHAUD,Allopathic & Osteopathic Physicians,Internal Medicine,,1023055126,"HCA HEALTH SERVICES OF TENNESSEE, INC.",172,355,4.549,20.082,1340,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Internal Medicine
1374,1942299359,JOSHUA MCCOLLUM,Allopathic & Osteopathic Physicians,Internal Medicine,,1992776405,"HCA HEALTH SERVICES OF TENNESSEE, INC.",50,63,36.746,41.474,1374,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Internal Medicine
1374,1942299359,JOSHUA MCCOLLUM,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,64,131,25.901,55.052,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Internal Medicine
1337,1942314075,HARDIE SORRELS,Allopathic & Osteopathic Physicians,Internal Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,82,96,35.302,46.992,1338,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Internal Medicine
1337,1942314075,HARDIE SORRELS,Allopathic & Osteopathic Physicians,Internal Medicine,,1306889597,VANDERBILT UNIVERSITY MEDICAL CENTER,564,760,12.238,32.499,1337,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1359,1942348081,SUJANA REDDY,Allopathic & Osteopathic Physicians,Internal Medicine,Rheumatology,1861479545,MAURY REGIONAL HOSPITAL,59,94,38.351,45.475,1349,Maury Regional Health,"1224 Trotwood Avenue, Columbia, TN 38401","Maury Regional Medical Center, 1224, Trotwood Avenue, Rolling Fields, Columbia, Maury County, Middle Tennessee, Tennessee, 38401, United States",35.6070949,-87.0664395,orange,Rheumatology
1359,1942348081,SUJANA REDDY,Allopathic & Osteopathic Physicians,Internal Medicine,Rheumatology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,257,607,2.542,20.999,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Rheumatology
1359,1942357819,JOSHUA DENNY,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,32,57,6.404,26.031,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1359,1942364948,DANIEL COTTRELL,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,339,735,1.15,7.185,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1359,1942384821,SALLY YORK,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,150,550,0.256,1.421,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Hematology & Oncology
1359,1942397054,JOSEPH PETERSON,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,111,215,1.628,10.476,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1374,1942412358,JENNIFER RAYBURN,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,98,147,33.918,46.276,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Internal Medicine
1374,1942412358,JENNIFER RAYBURN,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,55,85,28.588,33.376,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1338,1942429816,ANDREW ZURICK,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1861479545,MAURY REGIONAL HOSPITAL,130,157,47.726,54.004,1349,Maury Regional Health,"1224 Trotwood Avenue, Columbia, TN 38401","Maury Regional Medical Center, 1224, Trotwood Avenue, Rolling Fields, Columbia, Maury County, Middle Tennessee, Tennessee, 38401, United States",35.6070949,-87.0664395,orange,Cardiovascular Disease
1338,1942429816,ANDREW ZURICK,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1629025648,SAINT THOMAS WEST HOSPITAL,1268,1664,4.325,22.586,1338,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Cardiovascular Disease
1338,1942429816,ANDREW ZURICK,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1780778969,SAINT THOMAS WEST HOSPITAL,209,214,37.477,64.493,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Cardiovascular Disease
1374,1942594932,RYAN CARR,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1932170750,SHELBYVILLE HOSPITAL COMPANY LLC,132,256,26.066,42.337,1374,Vanderbilt University Medical Center,"2835 US-231, Shelbyville, TN 37160","Vanderbilt Bedford Hospital, 2835, Florida Short Route, Shelbyville, Bedford County, Middle Tennessee, Tennessee, 37160, United States",35.5636695,-86.4482975,lightblue,Hematology & Oncology
1374,1942594932,RYAN CARR,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,108,209,27.703,55.914,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Hematology & Oncology
1374,1942594932,RYAN CARR,Allopathic & Osteopathic Physicians,Internal Medicine,Hematology & Oncology,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,75,108,47.759,72.715,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Hematology & Oncology
1374,1942620232,JACLYN SPILMAN,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,422,995,0.011,0.349,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Internal Medicine
1344,1952304966,JOHN SALYER,Allopathic & Osteopathic Physicians,Family Medicine,,1629025648,SAINT THOMAS WEST HOSPITAL,64,80,46.738,60.468,1338,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Family Medicine
1344,1952304966,JOHN SALYER,Allopathic & Osteopathic Physicians,Family Medicine,,1871530832,CENTRAL TENNESSEE HOSPITAL CORPORATION,422,612,39.569,56.415,1344,HCA Healthcare,"111 US-70, Dickson, TN 37055","111, College Street, Eastwood, Dickson, Dickson County, Middle Tennessee, Tennessee, 37055, United States",36.0750821,-87.3659893,darkpurple,Family Medicine
1344,1952304966,JOHN SALYER,Allopathic & Osteopathic Physicians,Family Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,82,123,39.992,48.944,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Family Medicine
1381,1952304990,WILLIAM FLEET,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1265445506,WILLIAMSON COUNTY HOSPITAL DISTRICT,932,1300,15.931,41.599,1381,Williamson County Hospital District,"4321 Carothers Parkway, Franklin, TN 37067","Williamson Medical Center, 4321, Carothers Parkway, Franklin, Williamson County, Middle Tennessee, Tennessee, 37067, United States",35.9163458,-86.8202183,pink,Cardiovascular Disease
1381,1952304990,WILLIAM FLEET,Allopathic & Osteopathic Physicians,Internal Medicine,Cardiovascular Disease,1780778969,SAINT THOMAS WEST HOSPITAL,491,538,7.55,32.99,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Cardiovascular Disease
1353,1952307233,TRACEY DOERING,Allopathic & Osteopathic Physicians,Internal Medicine,Geriatric Medicine,1780778969,SAINT THOMAS WEST HOSPITAL,103,192,16.531,36.758,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Geriatric Medicine
1353,1952345001,BRYCE DIXON,Allopathic & Osteopathic Physicians,Internal Medicine,,1780778969,SAINT THOMAS WEST HOSPITAL,97,134,29.59,51.79,1353,Ascension Saint Thomas,"4220 Harding Pike, Nashville, TN 37205","Saint Thomas West Hospital, 4220, Harding Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37205, United States",36.1296963,-86.8446452,green,Internal Medicine
1337,1952353054,WILLIAM BAUCOM,Allopathic & Osteopathic Physicians,Internal Medicine,,1982650024,"HCA HEALTH SERVICES OF TENNESSEE, INC.",196,300,35.667,45.061,1337,HCA Healthcare,"1 Park Plaza, Nashville, TN 37203","Park Plaza, Nashville, Davidson County, Middle Tennessee, Tennessee, 37203, United States",36.1509307,-86.8166674,darkpurple,Internal Medicine
1337,1952353054,WILLIAM BAUCOM,Allopathic & Osteopathic Physicians,Internal Medicine,,1396882205,VANDERBILT UNIVERSITY MEDICAL CENTER,44,66,47.485,44.878,1359,Vanderbilt University Medical Center,"1211 Medical Center Dr, Nashville, TN 37232","Vanderbilt University Medical Center, 1211, Medical Center Drive, Nashville, Davidson County, Middle Tennessee, Tennessee, 37232, United States",36.1409238,-86.8016342,lightblue,Internal Medicine
1374,1952386393,DAVID JACOBS,Allopathic & Osteopathic Physicians,Internal Medicine,,1164590386,SAINT THOMAS RUTHERFORD HOSPITAL,492,530,0.0,0.0,1374,Ascension Saint Thomas,"1700 Medical Center Pkwy, Murfreesboro, TN 37129","Saint Thomas Rutherford Hospital, 1700, Medical Center Parkway, Battleground Estates, Murfreesboro, Rutherford County, Middle Tennessee, Tennessee, 37129, United States",35.8607444,-86.4243634,green,Internal Medicine
1336,1952386401,RANDY HOWARD,Allopathic & Osteopathic Physicians,Internal Medicine,Gastroenterology,1295780476,HTI MEMORIAL HOSPITAL CORPORATION,170,339,12.982,44.515,1334,HCA Healthcare,"3441 Dickerson Pike, Nashville, TN 37207","Tristar Skyline Medical Center, 3441, Dickerson Pike, Nashville, Davidson County, Middle Tennessee, Tennessee, 37207, United States",36.2450987,-86.7495457,darkpurple,Gastroenterology
